studentAnswer,R_errortype
"import ast
input_list_1 = ast.literal_eval(input())
input_list_2 = ast.literal_eval(input())
# 请不要更改此行以上的代码
def add_matrix(input_list_1, input_list_2):
 
    m = 0
    n = 0
    for i in range(0, len(input_list_1)):
        for j in range(0, len(input_list_1[i])):
    for a in range(0, len(input_list_2)):
        for b in range(0, len(input_list_2[a])):
            input_list_[i[j]] = input_list_1[i][j] + input_list_2[a][b]
            
    return input_list_1           
          
# 在这里编写代码

# 请不要更改此行以下的代码
print(add_matrix(input_list_1, input_list_2))",No error
"param = int(input())
a=0
def count_ones(param):
    for i in param:
        if i==1:
            a=a+1
            print(a)

print(count_ones(param))",TypeError
"num_yuan = int(input())
num_jiao = int(input())

# 在这里填写代码
num_coins = num_yuan  + num_jiao
print(num_coins)",No error
"a=int((input());
b=int((input());
print(a+b);",No error
"param = str(int(input()))
a=0
def count_ones():
    for i in param:
        if i ==""1"":
            a=a+1
    return(a)
    


# 在此处编写代码

print(count_ones(param))",TypeError
"import ast
input_list = ast.literal_eval(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def get_min_plus_max( my_list ) : 
    get_min = 0
    get_max = 0
    for i in my_list :
        if my_list[i] > get_max :
            get_max = my_list[i]
        elif my_list[i] < get_min :
            get_min = my_list[i]
        
    return get_max + get_min    
    

# 请不要更改此行以下的代码
print(get_min_plus_max(input_list))",IndexError
"x = int(input())
y = int(input())

print(x/y)
x=print(x/y)
print(x/y)
x=print(x/y)
print(x/y)",TypeError
"param = int(input())
def count_ones(param):
    count = 0
    for i in param:
        if i ==""1"":
            count = count + 1
    return (count)
print(count_ones(param))",TypeError
"x = int(input())
y = int(input())

# 在此处编写代码
def increment_by_three(x,y):
    print(x)
    while x+3<y:
        print(x+3)
        if x+3>=y:
            break
increment_by_three(x, y)",No error
"a=int(input(''))
print('a')
print('')",ValueError
"# 在这里编写代码
def welcome_to_circle_cat():
    print(""Welcome to circle cat!"")
# 请不要更改此行以下的代码
welcome_to_circle_cat()
welcome_to_circle_cat()
welcome_to_circle_cat()
",No error
"param = int(input())
def get_age_status(param):
    if(0<param<18):
        print('未成年人')
    elif (18<=param<65):
        print('工作中')
    else:
        print('退休了')
print(get_age_status(param))",No error
"x = int(input())
y = int(input())
z = int(input())

# 在这里补全代码
def smallest_among_three(x,y,z):
    if (x<=y<=z):
       print(x)
    elif (x<=z<=y):
        print(x)
    elif(y<=x<=z):
        print(y)
    elif(y<=z<=x):
        print(y)
    else:
        print(z)
smallest_among_three(x, y, z)",No error
"param = int(input())

def count_ones(param)：
count=0
for i in str(param):
	if int(i)!=1:
	    continue
	count=count+1
return count

print(count_ones(param))",No error
"input_int_0 = int(input())
input_int_1 = int(input())
# 请不要更改此行以上的代码

def palindrome(x, y):
    # 在这里补全代码
    if x==0:
        return ""0 ""
    else:
        left=str(y*x)+"" ""
        mid=palindrome(x-1,y)
        right=str(y*x)+"" ""
    return left+mid+right
# 请不要更改此行以下的代码
print(palindrome(input_int_0, input_int_1))",No error
"input_x = int(input())
input_y = int(input())
# 请不要更改此行以上的代码

def x_power_of_y(x, y):
    
    # 在此补充
    
    if y ==0:
        return 1
    
    else:
        return x*x_power_of_(x,y)
        # 在此补充

# 请不要更改此行以下的代码
print(x_power_of_y(input_x, input_y))",NameError
"print(‘你好\n我在吃饭)
print("""")",No error
"number1 = int(input('输入第一个值'))
number2 = int(input('输入第二个值'))
number3 = number1 + number2
print(number3)",No error
"value1=3
value2=4
int_value1 = int(value1)  
int_value2 = int(value2)  
sum_values = int_value1 + int_value2  
print(sum_values)",No error
"param = input()

# 在此处编写代码
def count_spaces_and_commas(n):
    space = 0
    comma = 0
    i = 0
    while i <= len(param):
        n = param[i]
    if n == ' ':
        space += 1
    if n == ',':
        comma += 1
    i += 1
    print('有'+str(comma)+'个逗号和'+str(space)+'个空格')

count_spaces_and_commas(param)",No error
"num_spiders = int(input())


if(num_spiders != 15):
    web_size = 20
else:
    web_size = num_spiders
    
web_size = web_size*2

print(web_size)",No error
"param = int(input())

def get_age_status(param):
    if (param<18)and(param>0): 
       print(""未成年人"")
    elif:
        (param<65)and(param>18)
        print('工作中')
    else:
        param>65
        print('退休了')

print(get_age_status(param))",No error
"i = int(input())

def is_leap_year(year):
    if(i % 4 == 0):
        return ""是闰年""
    else:
        return ""不是闰年""

print(is_leap_year(i))",No error
"input_int_0 = int(input())
input_int_1 = int(input())
# 请不要更改此行以上的代码

def palindrome(x, y):
    if x == 0:
        return ""0""
    else:
        left = str(y*x)
        mid = palindrome(x-1,y)
        right = str(y*x)
    
        return left + "" "" + mid + "" "" + right

# 请不要更改此行以下的代码
print(palindrome(input_int_0, input_int_1))",No error
"param = int(input())

def count_ones(param):
    count=0
    for i in str(param):
        if i==""1"":
            count+=1
    return count
# 在此处编写代码

print(count_ones(param))",No error
"param = int(input())

def convert_num(param):
    if (input_num >= 10):
        input_num -= 10
print(convert_num(param))",UnboundLocalError
"input_int = int(input())
# 请不要更改此行以上的代码

def power_of_two(num):
    if num == 0:
        print(num+1)
        num=num+1
        else:
            print(2**num)

# 请不要更改此行以下的代码
print(power_of_two(input_int))",No error
"my_list = input()

def palindrome(my_list):
    if len(my_list) <= 1:
        return True
    my_list = my_list[1:-1]
    start = 0
    end = len(my_list) - 1
    
    while start <= end:
        if my_list[start] != my_list[end]:
            return False
        start += 1
        end -= 1
    return True
    
print(palindrome(my_list))",No error
"param = int(input())

def double_until_one_thousand(param):
    while (param <1001)：
    param=param*2
    print(param)

double_until_one_thousand(param)",No error
"input_dict = input()
my_dict = eval(input_dict)
# 请不要更改此行以上的代码

# 在这里编写代码
my_dict={}
key=[1,3,5,7]
for i in my_dict:
    if (i==key):
        my_dict.pop(i)
# 请不要更改此行以下的代码
print(my_dict)",No error
"def welcome_to_circle_cat()
print(""Welcome to circle cat!"")
welcome_to_circle_cat()
welcome_to_circle_cat()
# 请不要更改此行以下的代码
welcome_to_circle_cat()",No error
"i = int(input())

def is_leap_year(i):
    if i/4==0 and i/100!=0:
        return""是闰年""
    elif(i/400==0):
        return""是闰年""
print(is_leap_year(i))

is_leap_year(i)",No error
"import ast
input_list = ast.literal_eval(input())
# 请不要更改此行以上的代码

def get_min_plus_max(my_list):
    return max + min

# 请不要更改此行以下的代码
print(get_min_plus_max(input_list))",TypeError
"print(""000000"")
print(""O\t0\t0"")
print(""000000"")",No error
"import ast
input_list = ast.literal_eval(input())
input_int = int(input())
# 请不要更改此行以上的代码

def multiply_list(my_list):
    expened=int(factor)
    new_list=my_list*factor
return new_list
    
    
    
    
# 请不要更改此行以下的代码
print(multiply_lists(input_list, input_int))",No error
"input_dict = input()
input_dict = eval(input_dict)
# 请不要更改此行以上的代码

# 在这里编写代码
user_info={}
def log_user(user_name):
    if(user_name not in user_info):
        user_info[user_name]=1
        user_info[user_name]+=1
    
def print_user_log(user_name):
    if(user_name not in user_info):
        user_info[user_name]=1
        user_info[user_name]+=1
# 请不要更改此行以下的代码
for i in input_dict['log']:
    log_user(i)
for i in input_dict['print']:
    print_user_log(i)",No error
"my_list = [10, 75, 94]

my_guess=int(input())

if my_guess in my_list:
    print('猜对了')
    
else:
    print('猜错了')",No error
"A=int(input())
B=A*3
print(B)
print()",No error
"# 在这welcome_to_circle_cat()：里编写代码
welcome_to_circle_cat()：
print(""Welcome to circle cat!"")
# 请不要更改此行以下的代码
welcome_to_circle_cat()",No error
"word=input()
print=('word', end="""")",No error
"my_list = input().split(',')
new_list = []
# 请不要更改此行以上的代码

# 在这里编写代码
while(my_list!=''):
    new_list=new_list.append(my_list.pop())
# 请不要更改此行以下的代码
print("","".join(new_list))",AttributeError
"param = input()

for i in param:

print (i)",No error
"input_list = input().split(',')
num_1 = int(input())
num_2 = int(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def replace_element_in_list(input_list,num_1,num_2):
    for i in range(0,len(input_list)):
        if input_list[i] == str(num1):
            input_list[i] = str(num2)
    return input_list
# 请不要更改此行以下的代码
print(replace_element_in_list(input_list, num_1, num_2))",NameError
"x = int(input())
y = int(input())
i = 0
ehile(i<3):
    x = x/y
    i += 1
# 在此处补全代码",No error
"text = input("" "")

def count_spaces_and_commas(text):
  spaces = 0
  commas = 0

  for char in text:
    if char == "" "":
      spaces += 1
    elif char == "","":
      commas += 1

c= f""有{commas}个逗号和{spaces}个空格 ""
 print(c)

count_spaces_and_commas(text)",No error
"input_dict = input()
input_dict = eval(input_dict)
# 请不要更改此行以上的代码

# 在这里编写代码
user_info = {}
def log_user(user_name):
    user_info[user_name] = 0
    if user_name in user_info:
        user_info[user_name] += 1

def print_user_log(user_name):
    if user_name in user_info:
        user_info[user_name] += 1
    else:
        user_info[user_name] = 0
    print(user_info[user_name])

# 请不要更改此行以下的代码
for i in input_dict['log']:
    log_user(i)
for i in input_dict['print']:
    print_user_log(i)",No error
"my_list = [10, 75, 94]
my_guess=int(input())
if my_guess in my_list:
    print(""猜对了"")
else:
    print(""猜错了"")
",No error
"input_x = int(input())
input_y = int(input())
# 请不要更改此行以上的代码

def x_power_of_y(x, y):
     # 在此补充
   if x!=0:
        if y ==0:
            return 1
        else:
            return x**y
   else:
        return 0

# 请不要更改此行以下的代码
print(x_power_of_y(input_x, input_y))",No error
"param = input()

def count_spaces_and_commas(param):
    a = 0
    b = 0
    for i in param:
        if i == "" "":
            a = a + 1
        if i == "","":
            b = b + 1
    print(""有""+str(b)+""个逗号和""+str(a)+""个空格"")

count_spaces_and_commas(param)",No error
"param = int(input())

def convert_num(param):
    if (param >= 10):
        
        param = param - 10
        print(param)

convert_num(param)",No error
"input_num = int(input())

def convert_num(input_num):
    if (input_num >= 10):
      
       return input_num = input_num - 10

convert_num(param)",No error
"temp_list = input().split(',')
# 请不要更改此行以上的代码
# 在这里编写代码
flag = True
def palindrome(temp_list):
    global flag
    if temp_list[1:len(temp_list)-1:1] == temp_list[len(temp_list)-2:0:-1]:
        flag = True
    else:
        flag = False
    return flag
# 请不要更改此行以下的代码
print(palindrome(temp_list))

",No error
